# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_historictimezone.txt
# zone
# tzid;format;offset;save;mode;untilYear;untilMonth;untilDay;untilDOW;untilTime;timeType

Asia/Baku;+04;14400;0;1;1996;1;1;-1;0;0
Asia/Baku;+03/+04;10800;RussiaAsia;2;1992;9;-1;1;7200;2
Asia/Baku;+04/+05;14400;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Baku;+03;10800;0;1;1957;3;1;-1;0;0
Asia/Baku;LMT;11964;0;1;1924;5;2;-1;0;0
Asia/Bangkok;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Bangkok;BMT;24124;0;1;1920;4;1;-1;0;0
Asia/Bangkok;LMT;24124;0;1;1880;1;1;-1;0;0
Asia/Barnaul;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Barnaul;+06;21600;0;1;2016;3;27;-1;7200;2
Asia/Barnaul;+07;25200;0;1;2014;10;26;-1;7200;2
Asia/Barnaul;+06/+07;21600;Russia;1;2011;3;27;-1;7200;2
Asia/Barnaul;+07/+08;25200;Russia;1;1995;5;28;-1;0;0
Asia/Barnaul;+06/+07;21600;Russia;1;1992;1;19;-1;7200;2
Asia/Barnaul;+07/+08;25200;Russia;1;1991;3;31;-1;7200;2
Asia/Barnaul;+06;21600;0;1;1930;6;21;-1;0;0
Asia/Barnaul;LMT;20100;0;1;1919;12;10;-1;0;0
Asia/Beirut;EE%sT;7200;Lebanon;1;3999;1;1;-1;0;0
Asia/Beirut;LMT;8520;0;1;1880;1;1;-1;0;0
Asia/Bishkek;+06;21600;0;1;3999;1;1;-1;0;0
Asia/Bishkek;+05/+06;18000;Kyrgyz;1;2005;8;12;-1;0;0
Asia/Bishkek;+05/+06;18000;RussiaAsia;1;1991;8;31;-1;7200;0
Asia/Bishkek;+06/+07;21600;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Bishkek;+05;18000;0;1;1930;6;21;-1;0;0
Asia/Bishkek;LMT;17904;0;1;1924;5;2;-1;0;0
Asia/Brunei;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Brunei;+0730;27000;0;1;1933;1;1;-1;0;0
Asia/Brunei;LMT;27580;0;1;1926;3;1;-1;0;0
Asia/Calcutta;IST;19800;0;1;3999;1;1;-1;0;0
Asia/Calcutta;+0630;19800;3600;1;1945;10;15;-1;0;0
Asia/Calcutta;IST;19800;0;1;1942;9;1;-1;0;0
Asia/Calcutta;+0630;19800;3600;1;1942;5;15;-1;0;0
Asia/Calcutta;IST;19800;0;1;1941;10;1;-1;0;0
Asia/Calcutta;MMT;19270;0;1;1906;1;1;-1;0;0
Asia/Calcutta;HMT;21200;0;1;1870;1;1;-1;0;0
Asia/Calcutta;LMT;21208;0;1;1854;6;28;-1;0;0
Asia/Chita;+09;32400;0;1;3999;1;1;-1;0;0
Asia/Chita;+08;28800;0;1;2016;3;27;-1;7200;0
Asia/Chita;+10;36000;0;1;2014;10;26;-1;7200;2
Asia/Chita;+09/+10;32400;Russia;1;2011;3;27;-1;7200;2
Asia/Chita;+08/+09;28800;Russia;1;1992;1;19;-1;7200;2
Asia/Chita;+09/+10;32400;Russia;1;1991;3;31;-1;7200;2
Asia/Chita;+08;28800;0;1;1930;6;21;-1;0;0
Asia/Chita;LMT;27232;0;1;1919;12;15;-1;0;0
Asia/Choibalsan;+08/+09;28800;Mongol;1;3999;1;1;-1;0;0
Asia/Choibalsan;+09/+10;32400;Mongol;1;2008;3;31;-1;0;0
Asia/Choibalsan;+08;28800;0;1;1983;4;1;-1;0;0
Asia/Choibalsan;+07;25200;0;1;1978;1;1;-1;0;0
Asia/Choibalsan;LMT;27480;0;1;1905;8;1;-1;0;0
Asia/Colombo;+0530;19800;0;1;3999;1;1;-1;0;0
Asia/Colombo;+06;21600;0;1;2006;4;15;-1;1800;0
Asia/Colombo;+0630;23400;0;1;1996;10;26;-1;1800;0
Asia/Colombo;+0530;19800;0;1;1996;5;25;-1;0;0
Asia/Colombo;+0630;19800;3600;1;1945;10;16;-1;7200;0
Asia/Colombo;+06;19800;1800;1;1942;9;1;-1;0;0
Asia/Colombo;+0530;19800;0;1;1942;1;5;-1;0;0
Asia/Colombo;MMT;19172;0;1;1906;1;1;-1;0;0
Asia/Colombo;LMT;19164;0;1;1880;1;1;-1;0;0
Asia/Damascus;EE%sT;7200;Syria;1;3999;1;1;-1;0;0
Asia/Damascus;LMT;8712;0;1;1920;1;1;-1;0;0
Asia/Dhaka;+06/+07;21600;Dhaka;1;3999;1;1;-1;0;0
Asia/Dhaka;+06;21600;0;1;2009;1;1;-1;0;0
Asia/Dhaka;+0630;23400;0;1;1951;9;30;-1;0;0
Asia/Dhaka;+0530;19800;0;1;1942;9;1;-1;0;0
Asia/Dhaka;+0630;23400;0;1;1942;5;15;-1;0;0
Asia/Dhaka;HMT;21200;0;1;1941;10;1;-1;0;0
Asia/Dhaka;LMT;21700;0;1;1890;1;1;-1;0;0
Asia/Dili;+09;32400;0;1;3999;1;1;-1;0;0
Asia/Dili;+08;28800;0;1;2000;9;17;-1;0;0
Asia/Dili;+09;32400;0;1;1976;5;3;-1;0;0
Asia/Dili;+08;28800;0;1;1942;2;21;-1;82800;0
Asia/Dili;LMT;30140;0;1;1912;1;1;-1;0;0
Asia/Dubai;+04;14400;0;1;3999;1;1;-1;0;0
Asia/Dubai;LMT;13272;0;1;1920;1;1;-1;0;0
Asia/Dushanbe;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Dushanbe;+05/+06;18000;3600;1;1991;9;9;-1;7200;2
Asia/Dushanbe;+06/+07;21600;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Dushanbe;+05;18000;0;1;1930;6;21;-1;0;0
Asia/Dushanbe;LMT;16512;0;1;1924;5;2;-1;0;0
Asia/Famagusta;EE%sT;7200;EUAsia;1;3999;1;1;-1;0;0
Asia/Famagusta;+03;10800;0;1;2017;10;29;-1;3600;1
Asia/Famagusta;EE%sT;7200;EUAsia;1;2016;9;8;-1;0;0
Asia/Famagusta;EE%sT;7200;Cyprus;1;1998;9;1;-1;0;0
Asia/Famagusta;LMT;8148;0;1;1921;11;14;-1;0;0
Asia/Gaza;EE%sT;7200;Palestine;1;3999;1;1;-1;0;0
Asia/Gaza;EET;7200;0;1;2012;1;1;-1;0;0
Asia/Gaza;EE%sT;7200;Palestine;1;2011;8;1;-1;0;0
Asia/Gaza;EET;7200;0;1;2010;3;27;-1;60;0
Asia/Gaza;EE%sT;7200;Palestine;1;2010;1;1;-1;0;0
Asia/Gaza;EET;7200;0;1;2008;9;1;-1;0;0
Asia/Gaza;EE%sT;7200;Palestine;1;2008;8;29;-1;0;0
Asia/Gaza;EE%sT;7200;Jordan;1;1999;1;1;-1;0;0
Asia/Gaza;I%sT;7200;Zion;1;1996;1;1;-1;0;0
Asia/Gaza;EE%sT;7200;EgyptAsia;1;1967;6;5;-1;0;0
Asia/Gaza;EET/EEST;7200;Zion;1;1948;5;15;-1;0;0
Asia/Gaza;LMT;8272;0;1;1900;10;1;-1;0;0
Asia/Hebron;EE%sT;7200;Palestine;1;3999;1;1;-1;0;0
Asia/Hebron;EE%sT;7200;Jordan;1;1999;1;1;-1;0;0
Asia/Hebron;I%sT;7200;Zion;1;1996;1;1;-1;0;0
Asia/Hebron;EE%sT;7200;EgyptAsia;1;1967;6;5;-1;0;0
Asia/Hebron;EET/EEST;7200;Zion;1;1948;5;15;-1;0;0
Asia/Hebron;LMT;8423;0;1;1900;10;1;-1;0;0
Asia/Hong_Kong;HK%sT;28800;HK;1;3999;1;1;-1;0;0
Asia/Hong_Kong;JST;32400;0;1;1945;9;15;-1;0;0
Asia/Hong_Kong;HK%sT;28800;HK;1;1941;12;25;-1;0;0
Asia/Hong_Kong;LMT;27402;0;1;1904;10;30;-1;0;0
Asia/Hovd;+07/+08;25200;Mongol;1;3999;1;1;-1;0;0
Asia/Hovd;+06;21600;0;1;1978;1;1;-1;0;0
Asia/Hovd;LMT;21996;0;1;1905;8;1;-1;0;0
Asia/Irkutsk;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Irkutsk;+09;32400;0;1;2014;10;26;-1;7200;2
Asia/Irkutsk;+08/+09;28800;Russia;1;2011;3;27;-1;7200;2
Asia/Irkutsk;+07/+08;25200;Russia;1;1992;1;19;-1;7200;2
Asia/Irkutsk;+08/+09;28800;Russia;1;1991;3;31;-1;7200;2
Asia/Irkutsk;+07;25200;0;1;1930;6;21;-1;0;0
Asia/Irkutsk;IMT;25025;0;1;1920;1;25;-1;0;0
Asia/Irkutsk;LMT;25025;0;1;1880;1;1;-1;0;0
Asia/Jakarta;WIB;25200;0;1;3999;1;1;-1;0;0
Asia/Jakarta;+0730;27000;0;1;1964;1;1;-1;0;0
Asia/Jakarta;+08;28800;0;1;1950;5;1;-1;0;0
Asia/Jakarta;+0730;27000;0;1;1948;5;1;-1;0;0
Asia/Jakarta;+09;32400;0;1;1945;9;23;-1;0;0
Asia/Jakarta;+0730;27000;0;1;1942;3;23;-1;0;0
Asia/Jakarta;+0720;26400;0;1;1932;11;1;-1;0;0
Asia/Jakarta;BMT;25632;0;1;1923;12;31;-1;85632;0
Asia/Jakarta;LMT;25632;0;1;1867;8;10;-1;0;0
Asia/Jayapura;WIT;32400;0;1;3999;1;1;-1;0;0
Asia/Jayapura;+0930;34200;0;1;1964;1;1;-1;0;0
Asia/Jayapura;+09;32400;0;1;1944;9;1;-1;0;0
Asia/Jayapura;LMT;33768;0;1;1932;11;1;-1;0;0
Asia/Jerusalem;I%sT;7200;Zion;1;3999;1;1;-1;0;0
Asia/Jerusalem;JMT;8440;0;1;1918;1;1;-1;0;0
Asia/Jerusalem;LMT;8454;0;1;1880;1;1;-1;0;0
Asia/Kabul;+0430;16200;0;1;3999;1;1;-1;0;0
Asia/Kabul;+04;14400;0;1;1945;1;1;-1;0;0
Asia/Kabul;LMT;16608;0;1;1890;1;1;-1;0;0
Asia/Kamchatka;+12;43200;0;1;3999;1;1;-1;0;0
Asia/Kamchatka;+11/+12;39600;Russia;1;2011;3;27;-1;7200;2
Asia/Kamchatka;+12/+13;43200;Russia;1;2010;3;28;-1;7200;2
Asia/Kamchatka;+11/+12;39600;Russia;1;1992;1;19;-1;7200;2
Asia/Kamchatka;+12/+13;43200;Russia;1;1991;3;31;-1;7200;2
Asia/Kamchatka;+11;39600;0;1;1930;6;21;-1;0;0
Asia/Kamchatka;LMT;38076;0;1;1922;11;10;-1;0;0
Asia/Karachi;PK%sT;18000;Pakistan;1;3999;1;1;-1;0;0
Asia/Karachi;+05;18000;0;1;1971;3;26;-1;0;0
Asia/Karachi;+0530;19800;0;1;1951;9;30;-1;0;0
Asia/Karachi;+0630;19800;3600;1;1945;10;15;-1;0;0
Asia/Karachi;+0530;19800;0;1;1942;9;1;-1;0;0
Asia/Karachi;LMT;16092;0;1;1907;1;1;-1;0;0
Asia/Katmandu;+0545;20700;0;1;3999;1;1;-1;0;0
Asia/Katmandu;+0530;19800;0;1;1986;1;1;-1;0;0
Asia/Katmandu;LMT;20476;0;1;1920;1;1;-1;0;0
Asia/Khandyga;+09;32400;0;1;3999;1;1;-1;0;0
Asia/Khandyga;+10;36000;0;1;2014;10;26;-1;7200;2
Asia/Khandyga;+11;39600;0;1;2011;9;13;-1;0;2
Asia/Khandyga;+10/+11;36000;Russia;1;2011;3;27;-1;7200;2
Asia/Khandyga;+09/+10;32400;Russia;1;2004;1;1;-1;0;0
Asia/Khandyga;+08/+09;28800;Russia;1;1992;1;19;-1;7200;2
Asia/Khandyga;+09/+10;32400;Russia;1;1991;3;31;-1;7200;2
Asia/Khandyga;+08;28800;0;1;1930;6;21;-1;0;0
Asia/Khandyga;LMT;32533;0;1;1919;12;15;-1;0;0
Asia/Krasnoyarsk;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Krasnoyarsk;+08;28800;0;1;2014;10;26;-1;7200;2
Asia/Krasnoyarsk;+07/+08;25200;Russia;1;2011;3;27;-1;7200;2
Asia/Krasnoyarsk;+06/+07;21600;Russia;1;1992;1;19;-1;7200;2
Asia/Krasnoyarsk;+07/+08;25200;Russia;1;1991;3;31;-1;7200;2
Asia/Krasnoyarsk;+06;21600;0;1;1930;6;21;-1;0;0
Asia/Krasnoyarsk;LMT;22286;0;1;1920;1;6;-1;0;0
Asia/Kuala_Lumpur;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Kuala_Lumpur;+0730;27000;0;1;1982;1;1;-1;0;0
Asia/Kuala_Lumpur;+09;32400;0;1;1945;9;12;-1;0;0
Asia/Kuala_Lumpur;+0730;27000;0;1;1942;2;16;-1;0;0
Asia/Kuala_Lumpur;+0720;26400;0;1;1941;9;1;-1;0;0
Asia/Kuala_Lumpur;+0720;25200;1200;1;1936;1;1;-1;0;0
Asia/Kuala_Lumpur;+07;25200;0;1;1933;1;1;-1;0;0
Asia/Kuala_Lumpur;SMT;24925;0;1;1905;6;1;-1;0;0
Asia/Kuala_Lumpur;LMT;24406;0;1;1901;1;1;-1;0;0
Asia/Kuching;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Kuching;+09;32400;0;1;1945;9;12;-1;0;0
Asia/Kuching;+08/+0820;28800;NBorneo;1;1942;2;16;-1;0;0
Asia/Kuching;+0730;27000;0;1;1933;1;1;-1;0;0
Asia/Kuching;LMT;26480;0;1;1926;3;1;-1;0;0
Asia/Kuwait;+03;10800;0;1;3999;1;1;-1;0;0
Asia/Kuwait;LMT;11212;0;1;1947;3;14;-1;0;0
Asia/Macau;C%sT;28800;Macau;1;3999;1;1;-1;0;0
Asia/Macau;+09/+10;32400;Macau;1;1945;9;30;-1;86400;0
Asia/Macau;CST;28800;0;1;1941;12;21;-1;82800;0
Asia/Macau;LMT;27250;0;1;1904;10;30;-1;0;0
Asia/Magadan;+11;39600;0;1;3999;1;1;-1;0;0
Asia/Magadan;+10;36000;0;1;2016;4;24;-1;7200;2
Asia/Magadan;+12;43200;0;1;2014;10;26;-1;7200;2
Asia/Magadan;+11/+12;39600;Russia;1;2011;3;27;-1;7200;2
Asia/Magadan;+10/+11;36000;Russia;1;1992;1;19;-1;7200;2
Asia/Magadan;+11/+12;39600;Russia;1;1991;3;31;-1;7200;2
Asia/Magadan;+10;36000;0;1;1930;6;21;-1;0;0
Asia/Magadan;LMT;36192;0;1;1924;5;2;-1;0;0
Asia/Makassar;WITA;28800;0;1;3999;1;1;-1;0;0
Asia/Makassar;+09;32400;0;1;1945;9;23;-1;0;0
Asia/Makassar;+08;28800;0;1;1942;2;9;-1;0;0
Asia/Makassar;MMT;28656;0;1;1932;11;1;-1;0;0
Asia/Makassar;LMT;28656;0;1;1920;1;1;-1;0;0
Asia/Manila;P%sT;28800;Phil;1;3999;1;1;-1;0;0
Asia/Manila;JST;32400;0;1;1944;11;1;-1;0;0
Asia/Manila;P%sT;28800;Phil;1;1942;5;1;-1;0;0
Asia/Manila;LMT;29040;0;1;1899;5;11;-1;0;0
Asia/Manila;LMT;-57360;0;1;1844;12;31;-1;0;0
Asia/Muscat;+04;14400;0;1;3999;1;1;-1;0;0
Asia/Muscat;LMT;13272;0;1;1920;1;1;-1;0;0
Asia/Nicosia;EE%sT;7200;EUAsia;1;3999;1;1;-1;0;0
Asia/Nicosia;EE%sT;7200;Cyprus;1;1998;9;1;-1;0;0
Asia/Nicosia;LMT;8008;0;1;1921;11;14;-1;0;0
Asia/Novokuznetsk;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Novokuznetsk;+06/+07;21600;Russia;1;2011;3;27;-1;7200;2
Asia/Novokuznetsk;+07/+08;25200;Russia;1;2010;3;28;-1;7200;2
Asia/Novokuznetsk;+06/+07;21600;Russia;1;1992;1;19;-1;7200;2
Asia/Novokuznetsk;+07/+08;25200;Russia;1;1991;3;31;-1;7200;2
Asia/Novokuznetsk;+06;21600;0;1;1930;6;21;-1;0;0
Asia/Novokuznetsk;LMT;20928;0;1;1924;5;1;-1;0;0
Asia/Novosibirsk;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Novosibirsk;+06;21600;0;1;2016;7;24;-1;7200;2
Asia/Novosibirsk;+07;25200;0;1;2014;10;26;-1;7200;2
Asia/Novosibirsk;+06/+07;21600;Russia;1;2011;3;27;-1;7200;2
Asia/Novosibirsk;+07/+08;25200;Russia;1;1993;5;23;-1;0;0
Asia/Novosibirsk;+06/+07;21600;Russia;1;1992;1;19;-1;7200;2
Asia/Novosibirsk;+07/+08;25200;Russia;1;1991;3;31;-1;7200;2
Asia/Novosibirsk;+06;21600;0;1;1930;6;21;-1;0;0
Asia/Novosibirsk;LMT;19900;0;1;1919;12;14;-1;21600;0
Asia/Omsk;+06;21600;0;1;3999;1;1;-1;0;0
Asia/Omsk;+07;25200;0;1;2014;10;26;-1;7200;2
Asia/Omsk;+06/+07;21600;Russia;1;2011;3;27;-1;7200;2
Asia/Omsk;+05/+06;18000;Russia;1;1992;1;19;-1;7200;2
Asia/Omsk;+06/+07;21600;Russia;1;1991;3;31;-1;7200;2
Asia/Omsk;+05;18000;0;1;1930;6;21;-1;0;0
Asia/Omsk;LMT;17610;0;1;1919;11;14;-1;0;0
Asia/Oral;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Oral;+04/+05;14400;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Oral;+05/+06;18000;RussiaAsia;1;1992;3;29;-1;7200;2
Asia/Oral;+04/+05;14400;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Oral;+05/+06;18000;RussiaAsia;1;1989;3;26;-1;7200;2
Asia/Oral;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Oral;+06;18000;3600;1;1981;10;1;-1;0;0
Asia/Oral;+05;18000;0;1;1981;4;1;-1;0;0
Asia/Oral;+03;10800;0;1;1930;6;21;-1;0;0
Asia/Oral;LMT;12324;0;1;1924;5;2;-1;0;0
Asia/Phnom_Penh;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Phnom_Penh;BMT;24124;0;1;1920;4;1;-1;0;0
Asia/Phnom_Penh;LMT;24124;0;1;1880;1;1;-1;0;0
Asia/Pontianak;WIB;25200;0;1;3999;1;1;-1;0;0
Asia/Pontianak;WITA;28800;0;1;1988;1;1;-1;0;0
Asia/Pontianak;+0730;27000;0;1;1964;1;1;-1;0;0
Asia/Pontianak;+08;28800;0;1;1950;5;1;-1;0;0
Asia/Pontianak;+0730;27000;0;1;1948;5;1;-1;0;0
Asia/Pontianak;+09;32400;0;1;1945;9;23;-1;0;0
Asia/Pontianak;+0730;27000;0;1;1942;1;29;-1;0;0
Asia/Pontianak;PMT;26240;0;1;1932;11;1;-1;0;0
Asia/Pontianak;LMT;26240;0;1;1908;5;1;-1;0;0
Asia/Pyongyang;KST;32400;0;1;3999;1;1;-1;0;0
Asia/Pyongyang;KST;30600;0;1;2018;5;4;-1;84600;0
Asia/Pyongyang;KST;32400;0;1;2015;8;15;-1;0;0
Asia/Pyongyang;JST;32400;0;1;1945;8;24;-1;0;0
Asia/Pyongyang;KST;30600;0;1;1912;1;1;-1;0;0
Asia/Pyongyang;LMT;30180;0;1;1908;4;1;-1;0;0
Asia/Qatar;+03;10800;0;1;3999;1;1;-1;0;0
Asia/Qatar;+04;14400;0;1;1972;6;1;-1;0;0
Asia/Qatar;LMT;12368;0;1;1920;1;1;-1;0;0
Asia/Qyzylorda;+06;21600;0;1;3999;1;1;-1;0;0
Asia/Qyzylorda;+05/+06;18000;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Qyzylorda;+06/+07;21600;RussiaAsia;1;1992;3;29;-1;7200;2
Asia/Qyzylorda;+05/+06;18000;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Qyzylorda;+04/+05;14400;RussiaAsia;1;1991;9;29;-1;7200;2
Asia/Qyzylorda;+05/+06;18000;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Qyzylorda;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Qyzylorda;+06;18000;3600;1;1981;10;1;-1;0;0
Asia/Qyzylorda;+05;18000;0;1;1981;4;1;-1;0;0
Asia/Qyzylorda;+04;14400;0;1;1930;6;21;-1;0;0
Asia/Qyzylorda;LMT;15712;0;1;1924;5;2;-1;0;0
Asia/Riyadh;+03;10800;0;1;3999;1;1;-1;0;0
Asia/Riyadh;LMT;11212;0;1;1947;3;14;-1;0;0
Asia/Saigon;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Saigon;+08;28800;0;1;1975;6;13;-1;0;0
Asia/Saigon;+07;25200;0;1;1959;12;31;-1;82800;0
Asia/Saigon;+08;28800;0;1;1955;7;1;-1;0;0
Asia/Saigon;+07;25200;0;1;1947;4;1;-1;0;0
Asia/Saigon;+09;32400;0;1;1945;9;2;-1;0;0
Asia/Saigon;+08;28800;0;1;1945;3;14;-1;82800;0
Asia/Saigon;+07;25200;0;1;1942;12;31;-1;82800;0
Asia/Saigon;PLMT;25590;0;1;1911;5;1;-1;0;0
Asia/Saigon;LMT;25600;0;1;1906;7;1;-1;0;0
Asia/Sakhalin;+11;39600;0;1;3999;1;1;-1;0;0
Asia/Sakhalin;+10;36000;0;1;2016;3;27;-1;7200;2
Asia/Sakhalin;+11;39600;0;1;2014;10;26;-1;7200;2
Asia/Sakhalin;+10/+11;36000;Russia;1;2011;3;27;-1;7200;2
Asia/Sakhalin;+11/+12;39600;Russia;2;1997;3;-1;1;7200;2
Asia/Sakhalin;+10/+11;36000;Russia;1;1992;1;19;-1;7200;2
Asia/Sakhalin;+11/+12;39600;Russia;1;1991;3;31;-1;7200;2
Asia/Sakhalin;+09;32400;0;1;1945;8;25;-1;0;0
Asia/Sakhalin;LMT;34248;0;1;1905;8;23;-1;0;0
Asia/Samarkand;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Samarkand;+05/+06;18000;RussiaAsia;1;1992;1;1;-1;0;0
Asia/Samarkand;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Samarkand;+06;18000;3600;1;1981;10;1;-1;0;0
Asia/Samarkand;+05;18000;0;1;1981;4;1;-1;0;0
Asia/Samarkand;+04;14400;0;1;1930;6;21;-1;0;0
Asia/Samarkand;LMT;16073;0;1;1924;5;2;-1;0;0
Asia/Seoul;K%sT;32400;ROK;1;3999;1;1;-1;0;0
Asia/Seoul;K%sT;30600;ROK;1;1961;8;10;-1;0;0
Asia/Seoul;KST;32400;0;1;1954;3;21;-1;0;0
Asia/Seoul;JST;32400;0;1;1945;9;8;-1;0;0
Asia/Seoul;KST;30600;0;1;1912;1;1;-1;0;0
Asia/Seoul;LMT;30472;0;1;1908;4;1;-1;0;0
Asia/Shanghai;C%sT;28800;PRC;1;3999;1;1;-1;0;0
Asia/Shanghai;C%sT;28800;Shang;1;1949;5;28;-1;0;0
Asia/Shanghai;LMT;29143;0;1;1901;1;1;-1;0;0
Asia/Singapore;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Singapore;+0730;27000;0;1;1982;1;1;-1;0;0
Asia/Singapore;+09;32400;0;1;1945;9;12;-1;0;0
Asia/Singapore;+0730;27000;0;1;1942;2;16;-1;0;0
Asia/Singapore;+0720;26400;0;1;1941;9;1;-1;0;0
Asia/Singapore;+0720;25200;1200;1;1936;1;1;-1;0;0
Asia/Singapore;+07;25200;0;1;1933;1;1;-1;0;0
Asia/Singapore;SMT;24925;0;1;1905;6;1;-1;0;0
Asia/Singapore;LMT;24925;0;1;1901;1;1;-1;0;0
Asia/Srednekolymsk;+11;39600;0;1;3999;1;1;-1;0;0
Asia/Srednekolymsk;+12;43200;0;1;2014;10;26;-1;7200;2
Asia/Srednekolymsk;+11/+12;39600;Russia;1;2011;3;27;-1;7200;2
Asia/Srednekolymsk;+10/+11;36000;Russia;1;1992;1;19;-1;7200;2
Asia/Srednekolymsk;+11/+12;39600;Russia;1;1991;3;31;-1;7200;2
Asia/Srednekolymsk;+10;36000;0;1;1930;6;21;-1;0;0
Asia/Srednekolymsk;LMT;36892;0;1;1924;5;2;-1;0;0
Asia/Taipei;C%sT;28800;Taiwan;1;3999;1;1;-1;0;0
Asia/Taipei;JST;32400;0;1;1945;9;21;-1;3600;0
Asia/Taipei;CST;28800;0;1;1937;10;1;-1;0;0
Asia/Taipei;LMT;29160;0;1;1896;1;1;-1;0;0
Asia/Tashkent;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Tashkent;+05/+06;18000;RussiaAsia;1;1992;1;1;-1;0;0
Asia/Tashkent;+06/+07;21600;RussiaAsia;1;1991;3;31;-1;7200;0
Asia/Tashkent;+05;18000;0;1;1930;6;21;-1;0;0
Asia/Tashkent;LMT;16631;0;1;1924;5;2;-1;0;0
Asia/Tbilisi;+04;14400;0;1;3999;1;1;-1;0;0
Asia/Tbilisi;+03/+04;10800;RussiaAsia;2;2005;3;-1;1;7200;0
Asia/Tbilisi;+04/+05;14400;E-EurAsia;1;2004;6;27;-1;0;0
Asia/Tbilisi;+05;14400;3600;2;1997;3;-1;1;0;0
Asia/Tbilisi;+04/+05;14400;E-EurAsia;2;1996;10;-1;1;0;0
Asia/Tbilisi;+03/+04;10800;E-EurAsia;2;1994;9;-1;1;0;0
Asia/Tbilisi;+03/+04;10800;RussiaAsia;1;1992;1;1;-1;0;0
Asia/Tbilisi;+04/+05;14400;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Tbilisi;+03;10800;0;1;1957;3;1;-1;0;0
Asia/Tbilisi;TBMT;10751;0;1;1924;5;2;-1;0;0
Asia/Tbilisi;LMT;10751;0;1;1880;1;1;-1;0;0
Asia/Tehran;+0330/+0430;12600;Iran;1;3999;1;1;-1;0;0
Asia/Tehran;+04/+05;14400;Iran;1;1979;1;1;-1;0;0
Asia/Tehran;+0330;12600;0;1;1977;11;1;-1;0;0
Asia/Tehran;TMT;12344;0;1;1946;1;1;-1;0;0
Asia/Tehran;LMT;12344;0;1;1916;1;1;-1;0;0
Asia/Thimphu;+06;21600;0;1;3999;1;1;-1;0;0
Asia/Thimphu;+0530;19800;0;1;1987;10;1;-1;0;0
Asia/Thimphu;LMT;21516;0;1;1947;8;15;-1;0;0
Asia/Tokyo;J%sT;32400;Japan;1;3999;1;1;-1;0;0
Asia/Tokyo;LMT;33539;0;1;1887;12;31;-1;54000;1
Asia/Tomsk;+07;25200;0;1;3999;1;1;-1;0;0
Asia/Tomsk;+06;21600;0;1;2016;5;29;-1;7200;2
Asia/Tomsk;+07;25200;0;1;2014;10;26;-1;7200;2
Asia/Tomsk;+06/+07;21600;Russia;1;2011;3;27;-1;7200;2
Asia/Tomsk;+07/+08;25200;Russia;1;2002;5;1;-1;10800;0
Asia/Tomsk;+06/+07;21600;Russia;1;1992;1;19;-1;7200;2
Asia/Tomsk;+07/+08;25200;Russia;1;1991;3;31;-1;7200;2
Asia/Tomsk;+06;21600;0;1;1930;6;21;-1;0;0
Asia/Tomsk;LMT;20391;0;1;1919;12;22;-1;0;0
Asia/Ulaanbaatar;+08/+09;28800;Mongol;1;3999;1;1;-1;0;0
Asia/Ulaanbaatar;+07;25200;0;1;1978;1;1;-1;0;0
Asia/Ulaanbaatar;LMT;25652;0;1;1905;8;1;-1;0;0
Asia/Urumqi;+08;28800;0;1;3999;1;1;-1;0;0
Asia/Urumqi;LMT;21020;0;1;1928;1;1;-1;0;0
Asia/Ust-Nera;+10;36000;0;1;3999;1;1;-1;0;0
Asia/Ust-Nera;+11;39600;0;1;2014;10;26;-1;7200;2
Asia/Ust-Nera;+12;43200;0;1;2011;9;13;-1;0;2
Asia/Ust-Nera;+11/+12;39600;Russia;1;2011;3;27;-1;7200;2
Asia/Ust-Nera;+10/+11;36000;Russia;1;1992;1;19;-1;7200;2
Asia/Ust-Nera;+11/+12;39600;Russia;1;1991;3;31;-1;7200;2
