# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_saving.txt
# saving;from;to;dstmode;dstmonth;dstday;dstDOW;dstseconds;dsttimeType;dstoffset;dstletter;mode;month;day;DOW;seconds;timeType;letter

Para;1996;1996;3;10;1;1;0;0;3600;$;1;3;1;-1;0;0;$
Para;1994;1995;1;10;1;-1;0;0;3600;$;2;2;-1;1;0;0;$
Para;1993;1993;1;10;1;-1;0;0;3600;$;1;3;31;-1;0;0;$
Para;1992;1992;1;10;5;-1;0;0;3600;$;1;3;1;-1;0;0;$
Para;1991;1991;1;10;6;-1;0;0;3600;$;1;4;1;-1;0;0;$
Para;1990;1990;1;10;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Para;1989;1989;1;10;22;-1;0;0;3600;$;1;4;1;-1;0;0;$
Para;1979;1988;1;10;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Para;1975;1978;1;10;1;-1;0;0;3600;$;1;3;1;-1;0;0;$
Perry;1962;1963;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Perry;1961;1961;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Perry;1960;1960;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Perry;1956;1959;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Perry;1955;1955;1;5;1;-1;0;0;3600;D;2;9;-1;1;7200;0;S
Perry;1953;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Perry;1946;1946;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Peru;1994;1994;1;1;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Peru;1990;1990;1;1;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Peru;1986;1987;1;1;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Peru;1940;1940;0;0;0;0;0;0;0;$;3;3;24;1;0;0;$
Peru;1939;1939;2;9;-1;1;0;0;3600;$;3;3;24;1;0;0;$
Peru;1938;1938;2;9;-1;1;0;0;3600;$;0;0;0;0;0;0;$
Peru;1938;1938;1;1;1;-1;0;0;3600;$;1;4;1;-1;0;0;$
Phil;1978;1978;1;3;22;-1;0;0;3600;D;1;9;21;-1;0;0;S
Phil;1954;1954;1;4;12;-1;0;0;3600;D;1;7;1;-1;0;0;S
Phil;1937;1937;0;0;0;0;0;0;0;$;1;2;1;-1;0;0;S
Phil;1936;1936;1;11;1;-1;0;0;3600;D;0;0;0;0;0;0;$
Pike;1961;1964;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Pike;1956;1960;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Pike;1955;1955;1;5;1;-1;0;0;3600;D;2;9;-1;1;7200;0;S
Poland;1962;1964;2;5;-1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
Poland;1961;1961;2;5;-1;1;3600;2;3600;S;3;10;1;1;3600;2;$
Poland;1960;1960;1;4;3;-1;3600;2;3600;S;3;10;1;1;3600;2;$
Poland;1959;1959;1;5;31;-1;3600;2;3600;S;3;10;1;1;3600;2;$
Poland;1958;1958;1;3;30;-1;3600;2;3600;S;2;9;-1;1;3600;2;$
Poland;1957;1957;1;6;2;-1;3600;2;3600;S;2;9;-1;1;3600;2;$
Poland;1949;1949;1;4;10;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Poland;1948;1948;1;4;18;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Poland;1947;1947;1;5;4;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Poland;1946;1946;1;4;14;-1;0;2;3600;S;1;10;7;-1;7200;2;$
Poland;1945;1945;1;4;29;-1;0;0;3600;S;1;11;1;-1;0;0;$
Poland;1944;1944;1;4;3;-1;7200;2;3600;S;1;10;4;-1;7200;0;$
Poland;1919;1919;1;4;15;-1;7200;2;3600;S;1;9;16;-1;7200;2;$
Poland;1918;1918;0;0;0;0;0;0;0;$;1;9;16;-1;7200;2;$
Port;1983;1983;2;3;-1;1;7200;2;3600;S;0;0;0;0;0;0;$
Port;1981;1982;2;3;-1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
Port;1980;1980;2;3;-1;1;0;2;3600;S;2;9;-1;1;3600;2;$
Port;1979;1979;3;4;1;1;0;2;3600;S;2;9;-1;1;3600;2;$
Port;1978;1978;3;4;1;1;0;2;3600;S;1;10;1;-1;0;2;$
Port;1977;1977;1;3;27;-1;0;2;3600;S;1;9;25;-1;0;2;$
Port;1951;1965;3;4;1;1;7200;2;3600;S;3;10;1;1;7200;2;$
Port;1947;1949;3;4;1;1;7200;2;3600;S;3;10;1;1;7200;2;$
Port;1946;1946;3;4;1;7;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1945;1945;3;8;25;7;79200;2;3600;S;3;10;24;7;82800;2;$
Port;1945;1945;3;4;21;7;79200;2;7200;M;0;0;0;0;0;0;$
Port;1945;1945;3;3;8;7;82800;2;3600;S;0;0;0;0;0;0;$
Port;1944;1944;3;8;25;7;79200;2;3600;S;3;10;24;7;82800;2;$
Port;1944;1944;3;4;21;7;79200;2;7200;M;0;0;0;0;0;0;$
Port;1944;1944;3;3;8;7;82800;2;3600;S;0;0;0;0;0;0;$
Port;1943;1943;3;8;25;7;79200;2;3600;S;3;10;24;7;82800;2;$
Port;1943;1943;1;4;17;-1;79200;2;7200;M;0;0;0;0;0;0;$
Port;1943;1943;3;3;8;7;82800;2;3600;S;0;0;0;0;0;0;$
Port;1942;1942;1;8;15;-1;79200;2;3600;S;3;10;24;7;82800;2;$
Port;1942;1942;1;4;25;-1;79200;2;7200;M;0;0;0;0;0;0;$
Port;1942;1942;3;3;8;7;82800;2;3600;S;0;0;0;0;0;0;$
Port;1941;1941;1;4;5;-1;82800;2;3600;S;1;10;5;-1;82800;2;$
Port;1940;1940;1;2;24;-1;82800;2;3600;S;1;10;5;-1;82800;2;$
Port;1939;1939;1;4;15;-1;82800;2;3600;S;1;11;18;-1;82800;2;$
Port;1938;1938;1;3;26;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1937;1937;1;4;3;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1936;1936;1;4;18;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1935;1935;1;3;30;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1934;1934;1;4;7;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1932;1932;1;4;2;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1931;1931;1;4;18;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1929;1929;1;4;20;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1928;1928;1;4;14;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1927;1927;1;4;9;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1926;1926;1;4;17;-1;82800;2;3600;S;3;10;1;7;82800;2;$
Port;1924;1924;1;4;16;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1921;1921;1;2;28;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1920;1920;1;2;29;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1919;1919;1;2;28;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1918;1918;1;3;1;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1917;1917;1;2;28;-1;82800;2;3600;S;1;10;14;-1;82800;2;$
Port;1916;1916;1;6;17;-1;82800;0;3600;S;1;11;1;-1;3600;0;$
Pulaski;1957;1960;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Pulaski;1955;1956;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Pulaski;1946;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
ROK;1987;1988;3;5;8;1;7200;0;3600;D;3;10;8;1;10800;0;S
ROK;1957;1960;3;5;1;1;0;0;3600;D;3;9;18;1;0;0;S
ROK;1956;1956;1;5;20;-1;0;0;3600;D;1;9;30;-1;0;0;S
ROK;1955;1955;1;5;5;-1;0;0;3600;D;1;9;9;-1;0;0;S
ROK;1951;1951;1;5;6;-1;0;0;3600;D;3;9;8;1;0;0;S
ROK;1950;1950;1;4;1;-1;0;0;3600;D;3;9;8;1;0;0;S
ROK;1949;1949;1;4;3;-1;0;0;3600;D;3;9;8;1;0;0;S
ROK;1948;1948;1;6;1;-1;0;0;3600;D;1;9;13;-1;0;0;S
Regina;1959;1959;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Regina;1947;1957;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Regina;1946;1946;3;4;8;1;7200;0;3600;D;3;10;8;1;7200;0;S
Regina;1945;1945;1;8;14;-1;82800;1;3600;P;2;9;-1;1;7200;0;S
Regina;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
Regina;1939;1941;3;4;8;1;0;0;3600;D;3;10;8;1;0;0;S
Regina;1938;1938;3;4;8;1;0;0;3600;D;3;10;1;1;0;0;S
Regina;1937;1937;3;4;8;1;0;0;3600;D;3;10;8;1;0;0;S
Regina;1930;1934;3;5;1;1;0;0;3600;D;3;10;1;1;0;0;S
Regina;1918;1918;1;4;14;-1;7200;0;3600;D;1;10;27;-1;7200;0;S
Romania;1991;1993;2;3;-1;1;0;2;3600;S;2;9;-1;1;0;2;$
Romania;1980;1980;1;4;5;-1;82800;0;3600;S;2;9;-1;1;3600;0;$
Romania;1979;1979;1;5;27;-1;0;0;3600;S;2;9;-1;1;0;0;$
Romania;1933;1939;3;4;2;1;0;2;3600;S;3;10;1;1;0;2;$
Romania;1932;1932;1;5;21;-1;0;2;3600;S;3;10;1;1;0;2;$
Russia;1996;2010;2;3;-1;1;7200;2;3600;S;2;10;-1;1;7200;2;$
Russia;1985;1995;2;3;-1;1;7200;2;3600;S;2;9;-1;1;7200;2;$
Russia;1984;1984;1;4;1;-1;0;0;3600;S;2;9;-1;1;7200;2;$
Russia;1981;1983;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Russia;1921;1921;1;9;1;-1;0;0;3600;MSD;1;10;1;-1;0;0;$
Russia;1921;1921;1;3;20;-1;82800;0;7200;+05;0;0;0;0;0;0;$
Russia;1921;1921;1;2;14;-1;82800;0;3600;MSD;0;0;0;0;0;0;$
Russia;1919;1919;1;7;1;-1;0;1;3600;MSD;1;8;16;-1;0;0;MSK
Russia;1919;1919;1;5;31;-1;82800;0;7200;MDST;0;0;0;0;0;0;$
Russia;1918;1918;1;9;16;-1;3600;0;3600;MST;0;0;0;0;0;0;$
Russia;1918;1918;1;5;31;-1;79200;0;7200;MDST;0;0;0;0;0;0;$
Russia;1917;1917;1;7;1;-1;82800;0;3600;MST;1;12;28;-1;0;0;MMT
RussiaAsia;1996;2010;2;3;-1;1;7200;2;3600;$;2;10;-1;1;7200;2;$
RussiaAsia;1985;1995;2;3;-1;1;7200;2;3600;$;2;9;-1;1;7200;2;$
RussiaAsia;1984;1984;1;4;1;-1;0;0;3600;$;2;9;-1;1;7200;2;$
RussiaAsia;1981;1983;1;4;1;-1;0;0;3600;$;1;10;1;-1;0;0;$
SA;1944;1944;0;0;0;0;0;0;0;$;3;3;15;1;7200;0;$
SA;1943;1943;3;9;15;1;7200;0;3600;$;3;3;15;1;7200;0;$
SA;1942;1942;3;9;15;1;7200;0;3600;$;0;0;0;0;0;0;$
Salv;1987;1988;3;5;1;1;0;0;3600;D;2;9;-1;1;0;0;S
SanLuis;2009;2009;0;0;0;0;0;0;0;$;3;3;8;1;0;0;$
SanLuis;2008;2008;3;10;8;1;0;0;3600;$;3;3;8;1;0;0;$
SanLuis;2007;2007;3;10;8;1;0;0;3600;$;0;0;0;0;0;0;$
Shang;1948;1949;1;5;1;-1;0;0;3600;D;1;9;30;-1;86400;0;S
Shang;1947;1947;1;4;15;-1;0;0;3600;D;1;10;31;-1;86400;0;S
Shang;1946;1946;1;5;15;-1;0;0;3600;D;1;9;30;-1;86400;0;S
Shang;1945;1945;0;0;0;0;0;0;0;$;1;9;1;-1;86400;0;S
Shang;1942;1942;1;1;31;-1;0;0;3600;D;0;0;0;0;0;0;$
Shang;1941;1941;1;3;15;-1;0;0;3600;D;1;11;1;-1;86400;0;S
Shang;1940;1940;1;6;1;-1;0;0;3600;D;1;10;12;-1;86400;0;S
SovietZone;1945;1945;1;9;24;-1;10800;0;3600;S;1;11;18;-1;7200;2;$
SovietZone;1945;1945;1;5;24;-1;7200;0;7200;M;0;0;0;0;0;0;$
Spain;1978;1978;1;4;2;-1;7200;2;3600;S;1;10;1;-1;7200;2;$
Spain;1977;1977;1;4;2;-1;82800;0;3600;S;2;9;-1;1;3600;0;$
Spain;1976;1976;1;3;27;-1;82800;0;3600;S;2;9;-1;1;3600;0;$
Spain;1974;1975;3;4;12;7;82800;0;3600;S;3;10;1;1;3600;0;$
Spain;1949;1949;1;4;30;-1;82800;0;3600;S;1;10;2;-1;3600;0;$
Spain;1945;1946;3;4;13;7;82800;0;3600;S;2;9;-1;1;3600;0;$
Spain;1943;1944;3;4;13;7;82800;0;3600;S;3;10;1;1;3600;0;$
Spain;1942;1942;1;5;2;-1;82800;0;3600;S;1;9;1;-1;3600;0;$
Spain;1939;1939;0;0;0;0;0;0;0;$;1;10;7;-1;86400;2;$
Spain;1938;1938;1;10;2;-1;86400;0;3600;S;0;0;0;0;0;0;$
Spain;1938;1938;1;4;30;-1;82800;0;7200;M;0;0;0;0;0;0;$
Spain;1938;1938;1;4;2;-1;82800;0;3600;S;0;0;0;0;0;0;$
Spain;1937;1937;1;6;16;-1;82800;0;3600;S;1;10;2;-1;86400;2;$
Spain;1929;1929;1;4;20;-1;82800;0;3600;S;3;10;1;7;86400;2;$
Spain;1928;1928;1;4;15;-1;0;0;3600;S;3;10;1;7;86400;2;$
Spain;1927;1927;1;4;9;-1;82800;0;3600;S;3;10;1;7;86400;2;$
Spain;1926;1926;1;4;17;-1;82800;0;3600;S;3;10;1;7;86400;2;$
Spain;1924;1924;1;4;16;-1;82800;0;3600;S;1;10;4;-1;86400;2;$
Spain;1919;1919;1;4;6;-1;82800;0;3600;S;1;10;6;-1;86400;2;$
Spain;1918;1918;1;4;15;-1;82800;0;3600;S;1;10;6;-1;86400;2;$
SpainAfrica;1978;1978;1;6;1;-1;0;0;3600;S;1;8;4;-1;0;0;$
SpainAfrica;1977;1977;1;5;1;-1;0;0;3600;S;1;9;28;-1;0;0;$
SpainAfrica;1976;1976;1;5;1;-1;0;0;3600;S;1;8;1;-1;0;0;$
SpainAfrica;1974;1974;1;6;24;-1;0;0;3600;S;1;9;1;-1;0;0;$
SpainAfrica;1967;1967;1;6;3;-1;43200;0;3600;S;1;10;1;-1;0;0;$
StJohns;2011;2011;3;3;8;1;60;0;3600;D;0;0;0;0;0;0;$
StJohns;2007;2010;3;3;8;1;60;0;3600;D;3;11;1;1;60;0;S
StJohns;1989;2006;3;4;1;1;60;0;3600;D;2;10;-1;1;60;0;S
StJohns;1988;1988;3;4;1;1;60;0;7200;DD;2;10;-1;1;60;0;S
StJohns;1987;1987;3;4;1;1;60;0;3600;D;2;10;-1;1;60;0;S
StJohns;1960;1986;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
StJohns;1951;1959;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
StJohns;1946;1950;3;5;8;1;7200;0;3600;D;3;10;2;1;7200;0;S
StJohns;1936;1941;3;5;9;2;0;0;3600;D;3;10;2;2;0;0;S
StJohns;1920;1935;3;5;1;1;82800;0;3600;D;2;10;-1;1;82800;0;S
StJohns;1919;1919;1;5;5;-1;82800;0;3600;D;1;8;12;-1;82800;0;S
StJohns;1917;1917;1;4;8;-1;7200;0;3600;D;1;9;17;-1;7200;0;S
Starke;1959;1961;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Starke;1957;1958;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Starke;1955;1956;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Starke;1947;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Sudan;1972;1985;2;4;-1;1;0;0;3600;S;1;10;15;-1;0;0;$
Sudan;1971;1971;1;4;30;-1;0;0;3600;S;1;10;15;-1;0;0;$
Sudan;1970;1970;1;5;1;-1;0;0;3600;S;1;10;15;-1;0;0;$
Swift;1960;1961;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Swift;1959;1959;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Swift;1957;1957;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Swiss;1941;1942;3;5;1;2;3600;0;3600;S;3;10;1;2;7200;0;$
Syria;2012;3999;2;3;-1;6;0;0;3600;S;2;10;-1;6;0;0;$
Syria;2010;2011;3;4;1;6;0;0;3600;S;2;10;-1;6;0;0;$
Syria;2009;2009;2;3;-1;6;0;0;3600;S;2;10;-1;6;0;0;$
Syria;2008;2008;3;4;1;6;0;0;3600;S;1;11;1;-1;0;0;$
Syria;2007;2007;2;3;-1;6;0;0;3600;S;3;11;1;6;0;0;$
Syria;2006;2006;1;4;1;-1;0;0;3600;S;1;9;22;-1;0;0;$
Syria;1999;2005;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Syria;1997;1998;2;3;-1;2;0;0;3600;S;1;10;1;-1;0;0;$
Syria;1994;1996;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Syria;1993;1993;1;3;26;-1;0;0;3600;S;1;9;25;-1;0;0;$
Syria;1992;1992;1;4;8;-1;0;0;3600;S;1;10;1;-1;0;0;$
Syria;1991;1991;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Syria;1990;1990;1;4;1;-1;7200;0;3600;S;1;9;30;-1;7200;0;$
Syria;1989;1989;1;3;31;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1988;1988;1;3;15;-1;7200;0;3600;S;1;10;31;-1;7200;0;$
Syria;1987;1987;1;3;1;-1;7200;0;3600;S;1;10;31;-1;7200;0;$
Syria;1986;1986;1;2;16;-1;7200;0;3600;S;1;10;9;-1;7200;0;$
Syria;1983;1984;1;4;9;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1977;1978;1;5;1;-1;7200;0;3600;S;1;9;1;-1;7200;0;$
Syria;1967;1976;1;5;1;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1966;1966;1;4;24;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1965;1965;1;5;1;-1;7200;0;3600;S;1;9;30;-1;7200;0;$
Syria;1964;1964;1;5;1;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1963;1963;1;5;1;-1;7200;0;3600;S;1;9;30;-1;7200;0;$
Syria;1962;1962;1;4;29;-1;7200;0;3600;S;1;10;1;-1;7200;0;$
Syria;1920;1923;3;4;15;1;7200;0;3600;S;3;10;1;1;7200;0;$
SystemV;1976;3999;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
SystemV;1975;1975;1;2;23;-1;7200;0;3600;D;2;10;-1;1;7200;0;S
SystemV;1974;1974;1;1;6;-1;7200;0;3600;D;2;11;-1;1;7200;0;S
SystemV;1800;1973;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Taiwan;1979;1979;1;7;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Taiwan;1974;1975;1;4;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Taiwan;1960;1961;1;6;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Taiwan;1955;1959;1;4;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Taiwan;1953;1954;1;4;1;-1;0;0;3600;D;1;11;1;-1;0;0;S
Taiwan;1952;1952;1;3;1;-1;0;0;3600;D;1;11;1;-1;0;0;S
Taiwan;1948;1951;1;5;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Taiwan;1947;1947;1;4;15;-1;0;0;3600;D;1;11;1;-1;0;0;S
Taiwan;1946;1946;1;5;15;-1;0;0;3600;D;1;10;1;-1;0;0;S
Thule;2007;3999;3;3;8;1;7200;0;3600;D;3;11;1;1;7200;0;S
Thule;1993;2006;3;4;1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Thule;1991;1992;2;3;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Tonga;2017;2017;0;0;0;0;0;0;0;$;3;1;15;1;10800;0;$
Tonga;2016;2016;3;11;1;1;7200;0;3600;$;0;0;0;0;0;0;$
Tonga;2002;2002;0;0;0;0;0;0;0;$;2;1;-1;1;7200;0;$
Tonga;2001;2001;3;11;1;1;7200;0;3600;$;2;1;-1;1;7200;0;$
Tonga;2000;2000;3;11;1;1;7200;0;3600;$;1;3;19;-1;7200;2;$
Tonga;1999;1999;1;10;7;-1;7200;2;3600;$;0;0;0;0;0;0;$
Toronto;1957;1973;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Toronto;1951;1956;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1950;1950;2;4;-1;1;7200;0;3600;D;2;11;-1;1;7200;0;S
Toronto;1949;1949;2;4;-1;1;0;0;3600;D;2;11;-1;1;0;0;S
Toronto;1947;1948;2;4;-1;1;0;0;3600;D;2;9;-1;1;0;0;S
Toronto;1946;1946;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1945;1945;0;0;0;0;0;0;0;$;2;9;-1;1;7200;0;S
Toronto;1940;1940;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Toronto;1934;1939;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1933;1933;2;4;-1;1;7200;0;3600;D;1;10;1;-1;7200;0;S
Toronto;1932;1932;1;5;1;-1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1928;1931;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1927;1927;3;5;1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Toronto;1924;1926;3;5;1;1;7200;0;3600;D;3;9;15;1;7200;0;S
Toronto;1922;1923;3;5;8;1;7200;0;3600;D;3;9;15;1;7200;0;S
Toronto;1921;1921;1;5;15;-1;7200;0;3600;D;1;9;15;-1;7200;0;S
Toronto;1920;1920;1;5;2;-1;7200;0;3600;D;1;9;26;-1;0;0;S
Toronto;1919;1919;1;3;30;-1;84600;0;3600;D;1;10;26;-1;0;0;S
Troll;2005;3999;2;3;-1;1;3600;1;7200;+02;2;10;-1;1;3600;1;+00
Troll;2004;2004;0;0;0;0;0;0;0;$;2;10;-1;1;3600;1;+00
Tunisia;2006;2008;2;3;-1;1;7200;2;3600;S;2;10;-1;1;7200;2;$
Tunisia;2005;2005;1;5;1;-1;0;2;3600;S;1;9;30;-1;3600;2;$
Tunisia;1990;1990;1;5;1;-1;0;2;3600;S;2;9;-1;1;0;2;$
Tunisia;1989;1989;1;3;26;-1;0;2;3600;S;2;9;-1;1;0;2;$
Tunisia;1988;1988;1;6;1;-1;0;2;3600;S;2;9;-1;1;0;2;$
Tunisia;1978;1978;1;5;1;-1;0;2;3600;S;1;10;1;-1;0;2;$
Tunisia;1977;1977;1;4;30;-1;0;2;3600;S;1;9;24;-1;0;2;$
Tunisia;1945;1945;3;4;1;2;7200;0;3600;S;1;9;16;-1;0;0;$
Tunisia;1944;1944;3;4;1;2;7200;0;3600;S;1;10;8;-1;0;0;$
Tunisia;1943;1943;1;4;25;-1;7200;0;3600;S;1;10;4;-1;7200;0;$
Tunisia;1943;1943;1;3;29;-1;7200;0;3600;S;1;4;17;-1;7200;0;$
Tunisia;1942;1942;1;3;9;-1;0;0;3600;S;1;11;2;-1;10800;0;$
Tunisia;1941;1941;0;0;0;0;0;0;0;$;1;10;6;-1;0;0;$
Tunisia;1940;1940;1;2;25;-1;82800;2;3600;S;0;0;0;0;0;0;$
Tunisia;1939;1939;1;4;15;-1;82800;2;3600;S;1;11;18;-1;82800;2;$
Turkey;1996;2006;2;3;-1;1;3600;2;3600;S;2;10;-1;1;3600;2;$
Turkey;1995;1995;2;3;-1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
Turkey;1994;1994;1;3;20;-1;3600;2;3600;S;2;9;-1;1;3600;2;$
Turkey;1986;1993;2;3;-1;1;3600;2;3600;S;2;9;-1;1;3600;2;$
Turkey;1985;1985;1;4;20;-1;0;0;3600;S;1;9;28;-1;0;0;$
Turkey;1983;1983;1;7;31;-1;0;0;3600;S;1;10;2;-1;0;0;$
Turkey;1981;1982;2;3;-1;1;10800;0;3600;S;3;10;11;2;0;0;$
Turkey;1979;1980;3;4;1;1;10800;0;3600;S;3;10;11;2;0;0;$
Turkey;1978;1978;3;4;1;1;0;0;3600;S;0;0;0;0;0;0;$
Turkey;1977;1977;3;4;1;1;0;0;3600;S;1;10;16;-1;0;0;$
Turkey;1976;1976;1;6;1;-1;0;0;3600;S;2;10;-1;1;0;0;$
Turkey;1975;1975;1;3;30;-1;0;0;3600;S;2;10;-1;1;0;0;$
Turkey;1974;1974;1;3;31;-1;7200;0;3600;S;1;11;3;-1;18000;0;$
Turkey;1973;1973;1;6;3;-1;3600;0;3600;S;1;11;4;-1;10800;0;$
Turkey;1970;1972;3;5;2;1;0;0;3600;S;3;10;2;1;0;0;$
Turkey;1964;1964;1;5;15;-1;0;0;3600;S;1;10;1;-1;0;0;$
Turkey;1962;1962;1;7;15;-1;0;0;3600;S;1;10;8;-1;0;0;$
Turkey;1951;1951;1;4;22;-1;0;0;3600;S;1;10;8;-1;0;0;$
Turkey;1950;1950;1;4;19;-1;0;0;3600;S;3;10;2;1;0;0;$
Turkey;1949;1949;1;4;10;-1;0;0;3600;S;3;10;2;1;0;0;$
Turkey;1947;1948;3;4;16;1;0;0;3600;S;3;10;2;1;0;0;$
Turkey;1946;1946;1;6;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Turkey;1945;1945;1;4;2;-1;0;0;3600;S;1;10;8;-1;0;0;$
Turkey;1942;1942;1;4;1;-1;0;0;3600;S;1;11;1;-1;0;0;$
Turkey;1941;1941;0;0;0;0;0;0;0;$;1;9;21;-1;0;0;$
Turkey;1940;1940;1;12;1;-1;0;0;3600;S;0;0;0;0;0;0;$
Turkey;1940;1940;1;6;30;-1;0;0;3600;S;1;10;5;-1;0;0;$
Turkey;1925;1925;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Turkey;1924;1924;1;5;13;-1;0;0;3600;S;1;10;1;-1;0;0;$
Turkey;1922;1922;1;3;26;-1;0;0;3600;S;1;10;8;-1;0;0;$
Turkey;1921;1921;1;4;3;-1;0;0;3600;S;1;10;3;-1;0;0;$
Turkey;1920;1920;1;3;28;-1;0;0;3600;S;1;10;25;-1;0;0;$
Turkey;1916;1916;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
US;2007;3999;3;3;8;1;7200;0;3600;D;3;11;1;1;7200;0;S
US;1987;2006;3;4;1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
US;1976;1986;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
US;1975;1975;1;2;23;-1;7200;0;3600;D;2;10;-1;1;7200;0;S
US;1974;1974;1;1;6;-1;7200;0;3600;D;2;10;-1;1;7200;0;S
US;1967;1973;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
US;1945;1945;1;8;14;-1;82800;1;3600;P;2;9;-1;1;7200;0;S
